Index,STRUCTURE_NUMBER_008,STRUCTURE_LEN_MT_049,DECK_WIDTH_MT_052,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,Road_class,FUTURE_ADT_114,PERCENT_ADT_TRUCK_109,DETOUR_KILOS_019,HAZUS_classficiation,site_class,DEGREES_SKEW_034,MAIN_UNIT_SPANS_045,maint_duration,rehab_duration,recon_duration,Age,DECK_STRUCTURE_TYPE_107,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,Vertical_clearance
4241,42220,49,43.7,6,2,NHS,274712,0.05,2,HWB22,B,99,3,30,180,360,24,1,7,5,7,99.99
4242,42230,72.4,8.2,4,2,NHS,13348,0.05,2,HWB15,B,65,3,30,180,360,25,1,7,7,7,99.99
4243,42240,69.2,8.2,4,2,NHS,18762,0.05,2,HWB15,B,66,3,30,180,360,24,1,6,7,7,99.99
4244,42250,38.7,39,2,1,NHS,300000,0.05,2,HWB10,B,99,3,30,180,360,24,1,5,5,7,99.99
4246,42270,57.1,8.2,4,2,NHS,7200,0.05,2,HWB15,B,27,3,30,180,360,24,1,6,7,7,99.99
4247,42280,40.2,37,4,2,NHS,274712,0.05,2,HWB15,B,2,3,30,180,360,24,1,6,7,6,99.99
4248,42290,161.6,40,4,2,NHS,108050,0.2,2,HWB1,B,99,4,30,180,360,24,1,7,7,6,99.99
4249,42300,70.3,23.3,4,2,Minor,11268,0.05,3,HWB15,B,4,2,30,180,360,6,1,7,8,7,99.99
4250,42310,21.4,13.3,3,2,NHS,297335,0.05,2,HWB3,B,36,1,30,180,360,30,1,6,7,6,4.38
4251,42320,163.1,13,4,2,NHS,50893,0.05,5,HWB1,B,99,7,30,180,360,5,1,8,7,7,99.99
4252,42330,45.4,38.6,4,2,NHS,165103,0.05,2,HWB15,B,1,2,30,180,360,17,1,5,7,7,99.99
4253,42340,60.6,30.6,4,2,NHS,253312,0.05,2,HWB15,B,99,2,30,180,360,17,1,5,7,6,99.99
4254,42345,140.1,30.2,4,2,NHS,253312,0.05,2,HWB15,B,99,9,30,180,360,17,1,6,7,6,99.99
4255,42350,73,19.9,4,2,NHS,109994,0.05,2,HWB15,B,99,3,30,180,360,17,1,6,7,7,99.99
4256,42370,47.8,36.7,4,2,NHS,65375,0.1,2,HWB15,B,99,3,30,180,360,17,1,6,7,6,99.99
4257,42380,99.8,36.7,4,2,NHS,162873,0.05,2,HWB15,B,99,4,30,180,360,17,1,6,7,5,99.99
4258,42410,47.5,27.6,4,2,NHS,253312,0.05,2,HWB15,B,29,3,30,180,360,13,1,7,7,7,99.99
4259,42420,47.5,27.6,4,2,NHS,253312,0.05,2,HWB15,B,29,3,30,180,360,13,1,7,7,7,99.99
4260,42430,37.8,27.6,4,2,NHS,253312,0.05,2,HWB15,B,20,3,30,180,360,13,1,7,7,7,99.99
4261,42440,37.8,27.6,4,2,NHS,253312,0.05,2,HWB15,B,20,3,30,180,360,13,1,7,7,7,99.99
4262,42450,46.9,27.6,4,2,NHS,253312,0.05,2,HWB15,B,30,3,30,180,360,13,1,7,7,7,99.99
4263,42460,46.9,27.6,4,2,NHS,253312,0.05,2,HWB15,B,99,3,30,180,360,13,1,7,7,7,99.99
4264,42470,74.6,37.6,4,2,NHS,253312,0.05,2,HWB15,B,28,4,30,180,360,13,1,7,7,7,99.99
4265,42480,74.6,33.2,4,2,NHS,253312,0.05,2,HWB15,B,28,4,30,180,360,13,1,7,7,7,99.99
4266,42490,52.1,27.6,4,2,NHS,253312,0.05,2,HWB15,B,14,2,30,180,360,13,1,7,7,6,99.99
4267,42500,52.1,27.6,4,2,NHS,253312,0.05,2,HWB15,B,14,2,30,180,360,13,1,7,7,6,99.99
4268,42510,46.3,27.6,4,2,NHS,168336,0.05,2,HWB15,B,0,3,30,180,360,13,1,7,7,7,99.99
4269,42520,46.3,29,4,2,NHS,168336,0.05,2,HWB15,B,0,3,30,180,360,13,1,7,7,7,99.99
4270,42530,209.4,24,4,2,NHS,168336,0.05,2,HWB1,B,99,9,30,180,360,13,1,7,7,7,99.99
4271,42540,206.7,24,4,2,NHS,168336,0.05,2,HWB1,B,99,9,30,180,360,13,1,7,7,7,99.99
4272,42550,40,24,4,2,NHS,168336,0.05,2,HWB15,B,15,3,30,180,360,13,1,8,7,7,99.99
4273,42560,40,24,4,2,NHS,168336,0.05,2,HWB15,B,15,3,30,180,360,13,1,8,7,7,99.99
4274,42590,47.3,31.8,6,2,NHS,168336,0.05,2,HWB22,B,31,3,30,180,360,13,1,8,8,7,99.99
4275,42600,47.3,29.5,6,2,NHS,168336,0.05,2,HWB22,B,31,3,30,180,360,13,1,8,8,7,99.99
4276,42610,65.1,27.6,4,2,Major,59000,0.05,5,HWB15,B,0,2,30,180,360,37,1,7,6,6,99.99
4277,42620,40.4,24,4,2,NHS,177000,0.05,2,HWB15,B,18,3,30,180,360,13,1,8,7,7,99.99
4278,42625,40.4,24,4,2,NHS,177000,0.05,2,HWB15,B,18,3,30,180,360,13,1,8,7,7,99.99
4279,42630,46.5,27.6,4,2,NHS,176124,0.05,2,HWB15,B,18,2,30,180,360,13,1,7,7,7,99.99
4280,42640,46.5,24,4,2,NHS,176124,0.05,2,HWB15,B,18,2,30,180,360,13,1,7,7,7,99.99
4281,42650,80.2,31.3,4,2,NHS,98000,0.05,2,HWB15,B,99,4,30,180,360,13,1,7,7,7,99.99
4282,42660,99.7,24.3,4,2,NHS,98000,0.05,2,HWB15,B,99,5,30,180,360,13,1,7,7,7,99.99
4283,42665,79.9,16.9,4,2,NHS,36000,0.05,2,HWB15,B,14,5,30,180,360,30,1,7,7,7,99.99
4284,42670,79.2,20.3,4,2,NHS,98000,0.05,2,HWB15,B,14,5,30,180,360,13,1,7,7,7,99.99
4285,42680,79.2,27.6,4,2,NHS,98000,0.05,2,HWB15,B,14,5,30,180,360,13,1,8,7,7,99.99
4286,42684,80.1,17.8,4,2,NHS,91000,0.05,2,HWB15,B,15,4,30,180,360,12,1,7,7,7,99.99
4287,42685,47.9,16.9,6,2,NHS,33000,0.05,2,HWB22,B,30,3,30,180,360,30,1,7,7,7,99.99
4288,42690,46.5,21.2,6,2,NHS,98000,0.05,2,HWB22,B,21,3,30,180,360,13,1,8,8,7,99.99
4289,42700,46.5,32.4,6,2,NHS,98000,0.05,2,HWB22,B,21,3,30,180,360,13,1,8,8,7,99.99
4290,42704,44.1,20.6,6,2,NHS,95000,0.05,2,HWB22,B,21,3,30,180,360,30,1,7,7,7,99.99
4291,42705,89.1,13.3,4,2,NHS,80521,0.05,2,HWB15,B,62,3,30,180,360,30,1,7,8,7,99.99
4292,42707,83.2,15.1,6,4,NHS,48960,0.05,2,HWB22,B,99,3,30,180,360,18,1,8,6,7,99.99
4293,42710,65.2,18.5,6,4,NHS,33427,0.05,2,HWB22,B,15,2,30,180,360,18,1,7,7,7,99.99
4294,42715,101,13.3,6,21,NHS,9610,0.26,3,HWB22,B,99,2,30,180,360,3,1,6,5,7,99.99
4295,42720,62,19.3,4,2,Minor,26218,0.05,6,HWB15,B,0,2,30,180,360,23,1,7,7,6,99.99
4296,42730,61.4,30.6,4,2,Major,67637,0.05,5,HWB15,B,4,2,30,180,360,22,1,6,7,6,99.99
4297,42740,60.5,11.3,4,2,Minor,23059,0.05,5,HWB15,B,0,2,30,180,360,29,1,6,7,7,99.99
4298,42750,33.4,19.8,2,1,NHS,63372,0.05,2,HWB10,B,20,3,30,180,360,8,1,6,6,7,99.99
4299,42760,33.4,19.8,2,1,NHS,63372,0.05,2,HWB10,B,20,3,30,180,360,8,1,6,6,7,99.99
4300,42770,69.6,10.2,4,2,Minor,13000,0.05,6,HWB15,B,4,2,30,180,360,32,1,5,6,5,99.99
4301,42780,91.7,10.5,4,2,Minor,3118,0.05,6,HWB15,B,16,5,30,180,360,32,1,7,7,7,99.99
4302,42790,69.1,9.4,4,2,Local,3392,0.1,6,HWB15,B,22,4,30,180,360,11,1,8,7,7,99.99
4303,42800,74.4,33,4,2,Minor,35000,0.1,6,HWB15,B,11,4,30,180,360,16,1,7,8,7,99.99
4304,42810,53.7,25,6,2,NHS,54000,0.1,2,HWB22,B,45,3,30,180,360,8,1,7,8,7,99.99
4305,42820,53.7,20.7,6,2,NHS,53140,0.1,2,HWB22,B,45,3,30,180,360,8,1,7,8,7,99.99
4306,42830,60.5,8.9,4,2,Minor,1084,0.1,10,HWB15,B,0,2,30,180,360,10,1,6,7,7,99.99
4307,42840,60.1,10.5,4,2,Minor,1850,0.1,10,HWB15,B,0,2,30,180,360,26,1,6,7,6,99.99
4308,42850,55.6,13.3,4,2,NHS,57021,0.27,2,HWB15,B,0,3,30,180,360,7,1,8,7,7,99.99
4309,42860,55.6,13.3,4,2,NHS,57021,0.27,2,HWB15,B,0,3,30,180,360,6,1,8,7,7,99.99
4310,42870,46.2,16.6,2,1,NHS,24906,0.4,2,HWB10,B,25,3,30,180,360,31,1,6,6,7,99.99
4311,42880,46.2,22.9,2,1,NHS,22912,0.4,2,HWB10,B,25,3,30,180,360,31,1,6,6,6,99.99
4312,42890,65,9,4,2,Minor,960,0.1,10,HWB15,B,8,4,30,180,360,6,1,7,7,7,99.99
4313,42895,65.1,10.2,2,2,Minor,1833,0.1,8,HWB10,B,0,4,30,180,360,37,1,6,6,7,99.99
4314,42900,24.1,12.9,2,1,NHS,44528,0.1,2,HWB10,B,30,3,30,180,360,25,1,6,6,6,99.99
4315,42910,24.1,12.9,2,1,NHS,44528,0.1,2,HWB10,B,30,3,30,180,360,25,1,6,6,6,99.99
4316,42920,65.1,9,2,2,Minor,430,0.06,10,HWB10,B,0,4,30,180,360,56,1,6,6,6,99.99
4317,42930,20,13,2,1,NHS,44528,0.1,2,HWB10,B,0,3,30,180,360,25,1,7,7,7,99.99
4318,42940,20,13,2,1,NHS,44528,0.1,2,HWB10,B,0,3,30,180,360,25,1,7,7,7,99.99
4319,42950,66,9,2,2,Minor,2628,0.1,10,HWB10,B,12,4,30,180,360,12,1,6,6,7,99.99
4320,42960,24.8,13,2,1,NHS,24894,0.4,2,HWB10,B,0,3,30,180,360,3,1,8,8,7,99.99
4321,42970,24.8,13,2,1,NHS,22901,0.4,2,HWB10,B,0,3,30,180,360,3,1,8,8,7,99.99
4322,42980,65.2,18.6,4,2,NHS,22960,0.4,2,HWB15,B,20,3,30,180,360,25,1,7,7,6,99.99
4323,42990,65.2,13.1,4,2,NHS,21770,0.4,2,HWB15,B,20,3,30,180,360,25,1,7,7,6,99.99
4324,43020,64.6,9,4,2,Minor,169,0.1,6,HWB15,B,9,2,30,180,360,25,1,7,7,7,99.99
4325,43030,63.2,9,4,2,Minor,425,0.1,6,HWB15,B,5,2,30,180,360,55,1,6,6,7,99.99
4326,43040,73.2,9.9,4,2,Local,1098,0.1,6,HWB15,B,30,2,30,180,360,25,1,7,7,7,99.99
4327,43050,21.6,13,2,1,NHS,42210,0.54,2,HWB10,B,10,3,30,180,360,28,1,6,6,7,99.99
4328,43060,21.6,13,2,1,NHS,39227,0.1,2,HWB10,B,10,3,30,180,360,28,1,6,6,7,99.99
4329,43070,110.9,12.9,4,2,NHS,39227,0.1,2,HWB15,B,49,5,30,180,360,28,1,6,7,7,99.99
4330,43080,110.9,12.9,4,2,NHS,39227,0.1,2,HWB15,B,49,5,30,180,360,28,1,6,7,7,99.99
4331,43090,67.5,9,4,2,Local,467,0.1,10,HWB15,B,7,2,30,180,360,55,1,6,7,7,99.99
4332,43100,63.1,12.7,2,2,NHS,39227,0.1,2,HWB10,B,0,3,30,180,360,20,1,6,7,6,99.99
4333,43110,61.3,12.7,2,2,NHS,39227,0.1,2,HWB10,B,15,3,30,180,360,20,1,6,7,7,99.99
4334,43120,111.3,16.6,4,2,NHS,45270,0.49,2,HWB15,B,41,6,30,180,360,25,1,6,7,7,99.99
4335,43130,111.3,18.4,4,2,NHS,45270,0.49,2,HWB15,B,41,6,30,180,360,25,1,6,7,6,99.99
4336,43140,64.6,9,2,2,Minor,1002,0.1,6,HWB10,B,0,4,30,180,360,56,1,6,7,6,99.99
4337,43150,51.5,13.1,2,2,NHS,34000,0.1,2,HWB10,B,18,3,30,180,360,25,1,6,6,6,99.99
4338,43160,51.5,13.1,2,2,NHS,34000,0.1,2,HWB10,B,18,3,30,180,360,25,1,6,6,6,99.99
4339,43170,64.6,9,2,2,Minor,200,0.1,10,HWB10,B,0,4,30,180,360,37,1,7,7,6,99.99
4340,43180,26.1,16.8,2,1,NHS,34000,0.1,2,HWB10,B,20,3,30,180,360,25,1,7,7,7,99.99
4341,43190,26.1,16.8,2,1,NHS,34000,0.1,2,HWB10,B,20,3,30,180,360,25,1,7,7,7,99.99
4342,43201,46,11.9,6,2,Minor,2765,0.06,6,HWB22,B,0,2,30,180,360,2,1,8,8,8,99.99
4343,43210,69.4,13.1,4,2,NHS,36000,0.1,2,HWB15,B,0,3,30,180,360,25,1,6,7,7,99.99
4344,43220,69.4,13.1,4,2,NHS,36000,0.1,2,HWB15,B,0,3,30,180,360,25,1,7,7,7,99.99
4345,43230,63.1,13.1,4,2,NHS,35889,0.1,2,HWB15,B,47,3,30,180,360,25,1,6,7,7,99.99
4346,43240,63.1,13.1,4,2,NHS,35889,0.1,2,HWB15,B,47,3,30,180,360,25,1,7,7,7,99.99
4347,43250,32.8,12.9,2,1,NHS,36000,0.1,2,HWB10,B,0,3,30,180,360,25,1,7,7,7,99.99
4348,43260,32.8,12.9,2,1,NHS,36000,0.1,2,HWB10,B,0,3,30,180,360,25,1,7,7,7,99.99
4349,43270,50.2,12.9,2,2,NHS,35889,0.1,2,HWB10,B,0,3,30,180,360,25,1,7,6,7,99.99
4350,43280,50.2,12.9,2,2,NHS,35889,0.1,2,HWB10,B,0,3,30,180,360,25,1,6,6,7,99.99
4351,43290,64.5,9,2,2,Minor,1900,0.1,8,HWB10,B,0,4,30,180,360,12,1,7,6,7,99.99
4352,43300,57.5,13,4,2,NHS,35889,0.1,2,HWB15,B,38,3,30,180,360,25,1,6,7,7,99.99
4353,43310,57.5,13,4,2,NHS,35889,0.1,2,HWB15,B,38,3,30,180,360,25,1,6,7,7,99.99
4354,43320,47.5,12.9,2,2,NHS,36000,0.1,2,HWB10,B,0,3,30,180,360,25,1,6,7,7,99.99
4355,43330,47.5,12.9,2,2,NHS,35889,0.1,2,HWB10,B,0,3,30,180,360,25,1,7,6,7,99.99
4356,43340,67.4,13.2,4,2,NHS,37000,0.1,2,HWB15,B,8,3,30,180,360,19,1,7,7,7,99.99
4357,43350,67.4,13.2,4,2,NHS,36265,0.1,2,HWB15,B,8,3,30,180,360,19,1,7,7,7,99.99
4358,43360,32.5,13,4,2,NHS,37000,0.1,2,HWB15,B,6,3,30,180,360,19,1,7,7,7,99.99
4359,43370,32.5,13,4,2,NHS,36265,0.1,2,HWB15,B,6,3,30,180,360,19,1,7,7,7,99.99
4360,43380,23,13,2,2,NHS,37000,0.1,2,HWB10,B,28,3,30,180,360,19,1,5,6,7,99.99
4361,43390,23,13,2,2,NHS,37000,0.1,2,HWB10,B,28,3,30,180,360,19,1,6,6,7,99.99
4362,43400,86.6,12.8,4,2,NHS,37000,0.1,2,HWB15,B,20,5,30,180,360,33,1,7,7,7,99.99
4363,43410,86.6,12.8,4,2,NHS,37000,0.1,2,HWB15,B,20,5,30,180,360,33,1,7,7,7,99.99
4364,43420,63.9,8.9,4,2,Local,400,0.1,8,HWB15,B,0,2,30,180,360,30,1,6,7,7,99.99
4365,43430,65.8,8.9,4,2,Minor,500,0.1,10,HWB15,B,15,2,30,180,360,37,1,5,7,7,99.99
4366,43440,49.4,16.3,4,2,NHS,37000,0.1,2,HWB15,B,33,3,30,180,360,20,1,7,7,7,99.99
4367,43450,49.4,16.3,4,2,NHS,37000,0.1,2,HWB15,B,33,3,30,180,360,20,1,7,7,7,99.99
4368,43460,62.1,11.4,4,2,Minor,8000,0.07,10,HWB15,B,0,4,30,180,360,20,1,7,7,7,99.99
4369,43470,67.7,12.8,4,2,NHS,40000,0.49,2,HWB15,B,51,3,30,180,360,20,1,6,7,7,99.99
4370,43480,67.7,12.8,4,2,NHS,40000,0.49,2,HWB15,B,51,3,30,180,360,20,1,6,7,7,99.99
4371,43490,32.2,13,2,1,NHS,34000,0.49,2,HWB10,B,12,3,30,180,360,20,1,6,6,7,99.99
4372,43500,32.2,13,2,1,NHS,40000,0.49,2,HWB10,B,12,3,30,180,360,20,1,6,6,6,99.99
4373,43510,57.8,12.1,5,4,Minor,3685,0.1,6,HWB17,B,10,2,30,180,360,16,1,7,7,8,99.99
4374,43520,24.2,13,2,1,NHS,52962,0.49,2,HWB10,B,0,3,30,180,360,20,1,6,6,6,99.99
4375,43530,24.2,20.3,2,1,NHS,52962,0.49,2,HWB10,B,0,3,30,180,360,20,1,5,5,6,99.99
4376,43540,46.8,13.1,4,2,NHS,52672,0.41,2,HWB15,B,20,3,30,180,360,20,1,7,7,7,99.99
4377,43550,46.8,13.1,4,2,NHS,52672,0.41,2,HWB15,B,20,3,30,180,360,20,1,7,7,7,99.99
4378,43580,36.1,13.1,4,2,NHS,52672,0.41,2,HWB15,B,11,3,30,180,360,20,1,7,7,7,99.99
4379,43590,36.1,13.1,4,2,NHS,52672,0.41,2,HWB15,B,11,3,30,180,360,20,1,7,7,7,99.99
4380,43600,73.8,16.4,4,2,NHS,52672,0.05,2,HWB15,B,30,3,30,180,360,31,1,7,7,7,99.99
4381,43610,73.8,12.9,4,2,NHS,52672,0.05,2,HWB15,B,30,3,30,180,360,14,1,7,7,6,99.99
4382,43620,103.6,16.6,4,2,NHS,47110,0.05,2,HWB15,B,0,5,30,180,360,31,1,7,7,7,99.99
4383,43630,103.6,12.9,4,2,NHS,47110,0.05,2,HWB15,B,0,5,30,180,360,31,1,7,7,7,99.99
4384,43640,71.6,8.9,4,2,Local,1571,0.05,5,HWB15,B,30,2,30,180,360,33,1,6,6,6,99.99
4385,43650,64.5,8.9,4,2,Local,635,0.05,5,HWB15,B,20,2,30,180,360,35,1,7,6,6,99.99
4386,43680,91,12.9,4,2,NHS,47110,0.05,2,HWB15,B,35,3,30,180,360,30,1,6,7,6,99.99
4387,43690,91,12.9,4,2,NHS,47110,0.05,2,HWB15,B,35,3,30,180,360,30,1,6,7,6,99.99
4388,43700,52.2,13.3,4,2,NHS,48000,0.05,2,HWB15,B,27,3,30,180,360,23,1,7,7,7,99.99
4389,43710,52.2,13.3,4,2,NHS,48000,0.05,2,HWB15,B,27,3,30,180,360,23,1,7,7,7,99.99
4390,43740,81.2,16.6,4,2,NHS,17700,0.04,2,HWB15,B,34,2,30,180,360,2,1,6,6,6,99.99
4391,43750,81.2,16.6,4,2,NHS,17700,0.04,2,HWB15,B,34,2,30,180,360,2,1,6,6,6,99.99
4392,43760,60.2,9,2,2,Minor,1190,0.1,8,HWB10,B,1,4,30,180,360,34,1,7,6,6,99.99
4393,43770,60,9,2,2,Minor,502,0.1,6,HWB10,B,0,4,30,180,360,34,1,7,6,6,99.99
4394,43780,47.2,17.4,4,2,NHS,19061,0.1,2,HWB15,B,0,3,30,180,360,2,1,7,8,6,99.99
4395,43790,47.2,13.3,4,2,NHS,19061,0.1,2,HWB15,B,0,3,30,180,360,2,1,7,8,6,99.99
4396,43800,34.7,17.3,2,1,NHS,7009,0.35,5,HWB10,B,20,3,30,180,360,20,1,6,6,6,99.99
4397,43810,60,9,2,2,Local,1216,0.1,3,HWB10,B,0,4,30,180,360,34,1,6,6,6,99.99
4398,43820,405.2,12.9,4,3,NHS,15584,0.34,2,HWB1,B,0,5,30,180,360,2,1,6,6,7,99.99
4399,43830,405.2,12.9,4,3,NHS,15584,0.34,2,HWB1,B,0,5,30,180,360,2,1,6,6,6,99.99
4400,43840,60,9,2,2,Local,3599,0.1,3,HWB10,B,0,4,30,180,360,34,1,7,6,6,99.99
4401,43850,62.8,10.7,6,2,Minor,10845,0.1,13,HWB22,B,15,4,30,180,360,15,1,6,7,7,99.99
4402,43860,82,9,4,2,Local,260,0.02,2,HWB15,B,45,2,30,180,360,34,1,7,6,6,99.99
4403,43870,28,13.1,2,1,NHS,15658,0.1,2,HWB10,B,22,3,30,180,360,21,1,5,5,5,99.99
4404,43880,28,13.1,2,1,NHS,13862,0.47,2,HWB10,B,22,3,30,180,360,21,1,5,5,8,99.99
4405,43890,84.1,13,4,2,NHS,15658,0.1,2,HWB15,B,35,4,30,180,360,2,1,7,7,7,99.99
4406,43900,84.1,13.3,4,2,NHS,15658,0.1,2,HWB15,B,35,4,30,180,360,2,1,7,7,7,99.99
4407,43910,61.6,9,2,2,Minor,12709,0.1,14,HWB10,B,1,4,30,180,360,5,1,7,6,7,99.99
4408,43920,93,13.3,4,2,NHS,14043,0.47,2,HWB15,B,17,6,30,180,360,2,1,6,7,6,99.99
4409,43930,93,13.3,4,2,NHS,14043,0.47,2,HWB15,B,17,6,30,180,360,23,1,7,7,6,99.99
4410,43940,96.9,13.3,4,2,NHS,14043,0.47,2,HWB15,B,30,4,30,180,360,2,1,7,7,7,99.99
4411,43950,96.9,13.3,4,2,NHS,14043,0.47,2,HWB15,B,30,4,30,180,360,23,1,7,7,7,99.99
4412,43960,64.3,9,2,2,Minor,1191,0.1,8,HWB10,B,14,4,30,180,360,33,1,7,6,7,99.99
4413,43970,65.5,9,2,2,Local,755,0.1,18,HWB10,B,17,4,30,180,360,57,1,7,7,7,99.99
4414,43980,28,13.1,2,1,NHS,16180,0.46,2,HWB10,B,20,3,30,180,360,24,1,6,6,7,99.99
4415,43990,28,13.1,2,1,NHS,16180,0.46,2,HWB10,B,20,3,30,180,360,24,1,6,6,7,99.99
4416,44000,60.4,9,4,2,Local,217,0.1,13,HWB15,B,0,2,30,180,360,4,1,7,7,7,99.99
4418,44015,61.6,11.1,4,2,Local,1982,0.1,14,HWB15,B,10,2,30,180,360,37,1,5,6,6,99.99
4419,44020,21.9,13.1,2,1,NHS,18534,0.1,2,HWB10,B,20,3,30,180,360,24,1,7,7,7,99.99
4420,44030,21.9,13.1,2,1,NHS,18534,0.1,2,HWB10,B,20,3,30,180,360,24,1,6,6,7,99.99
4422,44050,38.3,13.2,6,2,NHS,14414,0.43,2,HWB22,B,32,3,30,180,360,2,1,8,8,8,99.99
4423,44060,63.7,9,4,2,Local,906,0.1,11,HWB15,B,19,2,30,180,360,33,1,6,5,6,99.99
4424,44070,48.5,19.1,4,2,NHS,13129,0.45,2,HWB15,B,6,4,30,180,360,30,1,5,6,5,99.99
4425,44080,48.5,16.8,4,2,NHS,13129,0.45,2,HWB15,B,6,4,30,180,360,2,1,5,5,6,99.99
4426,44090,60.3,16.8,4,2,NHS,13129,0.45,2,HWB15,B,45,3,30,180,360,30,1,6,6,5,99.99
4428,44110,68.2,8.9,4,2,Local,372,0.1,10,HWB15,B,24,4,30,180,360,5,1,7,7,7,99.99
4431,44140,60.7,9,4,2,Local,707,0.1,6,HWB15,B,12,4,30,180,360,5,1,7,7,7,99.99
4432,44150,87.2,13.3,4,2,NHS,14650,0.45,2,HWB15,B,39,5,30,180,360,30,1,6,7,6,99.99
4433,44160,87.2,13.3,4,2,NHS,7500,0.45,2,HWB15,B,39,5,30,180,360,30,1,6,7,6,99.99
4434,44170,63.1,9,4,2,Local,803,0.1,8,HWB15,B,20,4,30,180,360,33,1,7,7,6,99.99
4436,44190,44.5,13.5,6,2,NHS,13844,0.34,2,HWB22,B,25,3,30,180,360,2,1,8,8,8,99.99
4437,44200,68.9,8.9,4,2,Minor,310,0.1,10,HWB15,B,30,4,30,180,360,6,1,7,7,7,99.99
4438,44210,62.6,8.9,4,2,Minor,110,0.1,11,HWB15,B,20,2,30,180,360,3,1,7,6,7,99.99
4439,44220,33.8,13.1,2,2,NHS,14853,0.1,2,HWB10,B,30,3,30,180,360,23,1,5,5,6,99.99
4440,44230,33.8,13.1,2,2,NHS,14853,0.1,2,HWB10,B,30,3,30,180,360,23,1,5,6,6,99.99
4441,44240,67.4,9,4,2,Minor,491,0.1,11,HWB15,B,27,2,30,180,360,6,1,7,7,7,99.99
4442,44250,66.1,9,4,2,Local,7300,0.1,11,HWB15,B,25,2,30,180,360,56,1,5,6,7,99.99
4443,44260,35.4,13.1,2,2,NHS,14853,0.1,2,HWB10,B,15,3,30,180,360,22,1,6,6,6,99.99
4444,44270,35.4,13.1,2,2,NHS,14853,0.1,2,HWB10,B,15,3,30,180,360,22,1,6,7,5,99.99
4445,44280,62.1,9,4,2,Minor,468,0.1,11,HWB15,B,15,2,30,180,360,32,1,7,6,5,99.99
4446,44290,68.8,9,2,2,Minor,2894,0.1,8,HWB10,B,20,4,30,180,360,33,1,7,6,5,99.99
4447,44300,33.5,13.2,2,2,NHS,19050,0.1,2,HWB10,B,15,3,30,180,360,23,1,5,7,6,99.99
4448,44310,33.5,13.2,2,2,NHS,19050,0.1,2,HWB10,B,15,3,30,180,360,23,1,6,6,6,99.99
4449,44320,67.1,9,2,2,Local,6613,0.1,14,HWB10,B,15,4,30,180,360,33,1,7,7,5,99.99
4450,44330,93.3,9,4,2,Minor,404,0.1,10,HWB15,B,48,4,30,180,360,33,1,6,7,6,99.99
4451,44340,27.1,16.7,2,1,NHS,15508,0.21,2,HWB10,B,4,3,30,180,360,2,1,6,6,7,99.99
4452,44350,27.1,16.7,2,1,NHS,15508,0.21,2,HWB10,B,4,3,30,180,360,2,1,7,7,7,99.99
4453,44360,70.4,9,2,2,Local,498,0.1,10,HWB10,B,23,4,30,180,360,33,1,7,7,5,99.99
4454,44370,64.6,10.2,2,2,Minor,13069,0.1,10,HWB10,B,0,4,30,180,360,5,1,7,7,8,99.99
4455,44380,32.3,13.1,6,2,NHS,16775,0.24,2,HWB22,B,20,3,30,180,360,2,1,7,7,7,99.99
4456,44390,32.3,13.1,6,2,NHS,16775,0.24,2,HWB22,B,20,3,30,180,360,2,1,8,8,7,99.99
4457,44400,67.4,8.9,2,2,Minor,2918,0.1,10,HWB10,B,16,4,30,180,360,33,1,7,7,6,99.99
4458,44410,49.4,13.1,4,2,NHS,16775,0.1,2,HWB15,B,20,3,30,180,360,2,1,7,7,7,99.99
4459,44420,49.4,13.1,4,2,NHS,16775,0.1,2,HWB15,B,20,3,30,180,360,2,1,8,8,7,99.99
4460,44430,50.6,13.1,2,1,NHS,22602,0.1,2,HWB10,B,13,4,30,180,360,21,1,7,7,7,99.99
4461,44440,50.6,16.7,2,1,NHS,22602,0.1,2,HWB10,B,13,4,30,180,360,21,1,7,7,6,99.99
4462,44450,88.4,22,4,2,Minor,9200,0.1,5,HWB15,B,46,4,30,180,360,12,1,7,7,6,99.99
4463,44460,75.9,9.1,2,2,Minor,2876,0.1,10,HWB10,B,32,4,30,180,360,34,1,7,7,6,99.99
4464,44470,76.2,13.1,4,2,NHS,22602,0.1,2,HWB15,B,55,5,30,180,360,22,1,7,7,5,99.99
4465,44480,76.2,13.1,4,2,NHS,22602,0.1,2,HWB15,B,55,5,30,180,360,22,1,6,7,5,99.99
4466,44490,67.9,10.2,2,2,Minor,4740,0.02,10,HWB10,B,19,4,30,180,360,5,1,7,7,7,99.99
4467,44500,79.6,13.1,4,2,NHS,56981,0.25,2,HWB15,B,10,5,30,180,360,22,1,7,7,7,99.99
4468,44510,79.6,13.1,4,2,NHS,56981,0.25,2,HWB15,B,10,5,30,180,360,22,1,7,7,7,99.99
4470,44550,98,16.7,6,4,NHS,37987,0.05,2,HWB22,B,16,3,30,180,360,19,1,7,8,8,99.99
4471,44560,98,16.7,6,4,NHS,37987,0.05,2,HWB22,B,16,3,30,180,360,19,1,7,8,7,99.99
4472,44570,65.7,9,2,2,Minor,1542,0.13,6,HWB10,B,0,4,30,180,360,36,1,6,6,7,99.99
